序号,省级类,省级,地级类,地级,县级类,县级,地名,适宜性均值
28,省,浙江省,地级市,湖州市,县,安吉县,安吉县,0.5941
29,省,四川省,地级市,遂宁市,市辖区,安居区,安居区,0.4667
30,省,贵州省,自治州,黔西南布依族苗族自治州,县,安龙县,安龙县,0.4188
31,省,湖北省,地级市,孝感市,县级市,安陆市,安陆市,0.4982
32,省,甘肃省,地级市,兰州市,市辖区,安宁区,安宁区,0.495
33,省,云南省,地级市,昆明市,县级市,安宁市,安宁市,0.3962
34,省,河北省,地级市,衡水市,县,安平县,安平县,0.4813
35,省,山东省,地级市,潍坊市,县级市,安丘市,安丘市,0.4665
36,省,湖南省,地级市,郴州市,县,安仁县,安仁县,0.3613
37,省,陕西省,地级市,延安市,市辖区,安塞区,安塞区,0.4798
38,省,吉林省,自治州,延边朝鲜族自治州,县,安图县,安图县,0.3147
39,省,福建省,地级市,泉州市,县,安溪县,安溪县,0.4797
40,省,湖南省,地级市,常德市,县,安乡县,安乡县,0.5473
41,省,河北省,地级市,保定市,县,安新县,安新县,0.5529
42,省,河南省,地级市,安阳市,县,安阳县,安阳县,0.5513
43,省,江西省,地级市,南昌市,县,安义县,安义县,0.3785
44,省,江西省,地级市,萍乡市,市辖区,安源区,安源区,0.6227
45,省,江西省,地级市,赣州市,县,安远县,安远县,0.2857
46,省,四川省,地级市,资阳市,县,安岳县,安岳县,0.4845
47,省,山西省,地级市,临汾市,县,安泽县,安泽县,0.3506
48,省,四川省,地级市,绵阳市,市辖区,安州区,安州区,0.3592
49,省,黑龙江省,地级市,齐齐哈尔市,市辖区,昂昂溪区,昂昂溪区,0.2697
50,自治区,西藏自治区,地级市,日喀则市,县,昂仁县,昂仁县,0.0757
51,自治区,内蒙古自治区,地级市,赤峰市,旗,敖汉旗,敖汉旗,0.2353
52,特别行政区,澳门特别行政区,不统计,不统计,不统计,不统计,澳门特别行政区,0.3242
53,自治区,广西壮族自治区,地级市,贺州市,市辖区,八步区,八步区,0.349
54,省,安徽省,地级市,淮南市,市辖区,八公山区,八公山区,0.6544
55,自治区,西藏自治区,地级市,昌都市,县,八宿县,八宿县,0.0711
56,自治区,新疆维吾尔自治区,地区,喀什地区,县,巴楚县,巴楚县,0.0398
57,省,湖北省,自治州,恩施土家族苗族自治州,县,巴东县,巴东县,0.4401
58,自治区,新疆维吾尔自治区,地级市,哈密市,自治县,巴里坤哈萨克自治县,巴里坤哈萨克自治县,0.0345
59,自治区,内蒙古自治区,地级市,赤峰市,旗,巴林右旗,巴林右旗,0.1731
60,自治区,内蒙古自治区,地级市,赤峰市,旗,巴林左旗,巴林左旗,0.1904
61,自治区,广西壮族自治区,地级市,河池市,自治县,巴马瑶族自治县,巴马瑶族自治县,0.1137
62,直辖市,重庆市,不统计,不统计,市辖区,巴南区,巴南区,0.4813
63,自治区,西藏自治区,地级市,那曲市,县,巴青县,巴青县,0.0327
64,省,四川省,自治州,甘孜藏族自治州,县,巴塘县,巴塘县,0.0929
65,省,黑龙江省,地级市,哈尔滨市,县,巴彦县,巴彦县,0.2445
66,自治区,西藏自治区,地级市,林芝市,市辖区,巴宜区,巴宜区,0.116
67,省,四川省,地级市,巴中市,市辖区,巴州区,巴州区,0.3937
68,省,辽宁省,地级市,营口市,市辖区,鲅鱼圈区,鲅鱼圈区,0.509
69,省,河北省,地级市,廊坊市,县级市,霸州市,霸州市,0.7481
70,省,陕西省,地级市,西安市,市辖区,灞桥区,灞桥区,0.7317
71,省,陕西省,地级市,安康市,县,白河县,白河县,0.2859
72,自治区,新疆维吾尔自治区,地级市,克拉玛依市,市辖区,白碱滩区,白碱滩区,0.0909
73,自治区,西藏自治区,地级市,日喀则市,县,白朗县,白朗县,0.1395
74,省,海南省,不统计,不统计,自治县,白沙黎族自治县,白沙黎族自治县,0.1812
75,省,陕西省,地级市,渭南市,县,白水县,白水县,0.4044
76,省,辽宁省,地级市,辽阳市,市辖区,白塔区,白塔区,0.7499
77,省,甘肃省,地级市,白银市,市辖区,白银区,白银区,0.3044
78,省,四川省,自治州,甘孜藏族自治州,县,白玉县,白玉县,0.0807
79,自治区,内蒙古自治区,地级市,包头市,市辖区,白云鄂博矿区,白云鄂博矿区,0.1547
80,省,河北省,地级市,邢台市,县,柏乡县,柏乡县,0.4698
81,自治区,新疆维吾尔自治区,地区,阿克苏地区,县,拜城县,拜城县,0.1309
82,省,黑龙江省,地级市,齐齐哈尔市,县,拜泉县,拜泉县,0.1275
83,自治区,西藏自治区,地级市,那曲市,县,班戈县,班戈县,0.0664
84,省,青海省,自治州,果洛藏族自治州,县,班玛县,班玛县,0.0346
85,省,安徽省,地级市,蚌埠市,市辖区,蚌山区,蚌山区,0.6676
86,省,安徽省,地级市,合肥市,市辖区,包河区,包河区,0.722
87,省,广东省,地级市,深圳市,市辖区,宝安区,宝安区,0.5954
88,直辖市,天津市,不统计,不统计,市辖区,宝坻区,宝坻区,0.6293
89,省,河南省,地级市,平顶山市,县,宝丰县,宝丰县,0.4594
90,省,黑龙江省,地级市,双鸭山市,县,宝清县,宝清县,0.3084
91,省,陕西省,地级市,延安市,市辖区,宝塔区,宝塔区,0.4502
92,省,四川省,地级市,雅安市,县,宝兴县,宝兴县,0.1678
93,省,江苏省,地级市,扬州市,县,宝应县,宝应县,0.5311
94,省,山西省,地级市,忻州市,县,保德县,保德县,0.4895
95,省,湖南省,自治州,湘西土家族苗族自治州,县,保靖县,保靖县,0.4511
96,省,湖北省,地级市,襄阳市,县,保康县,保康县,0.2964
97,省,海南省,不统计,不统计,自治县,保亭黎族苗族自治县,保亭黎族苗族自治县,0.2704
98,省,陕西省,地级市,西安市,市辖区,碑林区,碑林区,0.8213
99,省,黑龙江省,地级市,黑河市,县级市,北安市,北安市,0.0875
100,直辖市,重庆市,不统计,不统计,市辖区,北碚区,北碚区,0.5501
101,直辖市,天津市,不统计,不统计,市辖区,北辰区,北辰区,0.7924
102,省,四川省,地级市,绵阳市,自治县,北川羌族自治县,北川羌族自治县,0.1368
103,省,河北省,地级市,秦皇岛市,市辖区,北戴河区,北戴河区,0.6793
104,省,河南省,地级市,安阳市,市辖区,北关区,北关区,0.7082
105,省,湖南省,地级市,郴州市,市辖区,北湖区,北湖区,0.492
106,省,黑龙江省,地级市,绥化市,市辖区,北林区,北林区,0.2199
107,自治区,广西壮族自治区,地级市,玉林市,县级市,北流市,北流市,0.2222
108,省,浙江省,地级市,宁波市,市辖区,北仑区,北仑区,0.5952
109,省,辽宁省,地级市,朝阳市,县级市,北票市,北票市,0.3284
110,省,湖南省,地级市,邵阳市,市辖区,北塔区,北塔区,0.6643
111,自治区,新疆维吾尔自治区,不统计,不统计,县级市,北屯市,北屯市,0.2414
112,省,辽宁省,地级市,锦州市,县级市,北镇市,北镇市,0.3921
113,省,辽宁省,地级市,本溪市,自治县,本溪满族自治县,本溪满族自治县,0.3926
114,自治区,西藏自治区,地级市,那曲市,县,比如县,比如县,0.0322
115,省,贵州省,地级市,铜仁市,市辖区,碧江区,碧江区,0.4074
116,直辖市,重庆市,不统计,不统计,市辖区,璧山区,璧山区,0.5358
117,自治区,西藏自治区,地级市,昌都市,县,边坝县,边坝县,0.0361
118,省,云南省,自治州,大理白族自治州,县,宾川县,宾川县,0.2661
119,省,黑龙江省,地级市,哈尔滨市,县,宾县,宾县,0.2742
120,自治区,广西壮族自治区,地级市,南宁市,县,宾阳县,宾阳县,0.2611
121,省,陕西省,地级市,咸阳市,县级市,彬州市,彬州市,0.4572
122,省,山东省,地级市,滨州市,市辖区,滨城区,滨城区,0.6
123,省,江苏省,地级市,盐城市,县,滨海县,滨海县,0.4702
124,直辖市,天津市,不统计,不统计,市辖区,滨海新区,滨海新区,0.5601
125,省,江苏省,地级市,无锡市,市辖区,滨湖区,滨湖区,0.6266
126,省,浙江省,地级市,杭州市,市辖区,滨江区,滨江区,0.6733
127,自治区,西藏自治区,地级市,林芝市,县,波密县,波密县,0.062
128,省,贵州省,地级市,遵义市,市辖区,播州区,播州区,0.4423
129,省,黑龙江省,地级市,七台河市,县,勃利县,勃利县,0.3054
130,省,河南省,地级市,焦作市,县,博爱县,博爱县,0.4582
131,自治区,广西壮族自治区,地级市,玉林市,县,博白县,博白县,0.2396
132,自治区,新疆维吾尔自治区,自治州,巴音郭楞蒙古自治州,县,博湖县,博湖县,0.0605
133,自治区,新疆维吾尔自治区,自治州,博尔塔拉蒙古自治州,县级市,博乐市,博乐市,0.2611
134,省,广东省,地级市,惠州市,县,博罗县,博罗县,0.2963
135,省,山东省,地级市,淄博市,市辖区,博山区,博山区,0.4079
136,省,安徽省,地级市,马鞍山市,市辖区,博望区,博望区,0.6389
137,省,山东省,地级市,滨州市,县,博兴县,博兴县,0.6028
138,省,河北省,地级市,保定市,县,博野县,博野县,0.4455
139,自治区,新疆维吾尔自治区,地区,阿勒泰地区,县,布尔津县,布尔津县,0.125
140,省,四川省,自治州,凉山彝族自治州,县,布拖县,布拖县,0.333
141,省,湖北省,地级市,武汉市,市辖区,蔡甸区,蔡甸区,0.62
142,省,福建省,地级市,福州市,市辖区,仓山区,仓山区,0.7945
143,省,浙江省,地级市,温州市,县,苍南县,苍南县,0.6183
144,自治区,广西壮族自治区,地级市,梧州市,县,苍梧县,苍梧县,0.1876
145,省,四川省,地级市,广元市,县,苍溪县,苍溪县,0.3344
146,省,河北省,地级市,沧州市,县,沧县,沧县,0.5968
147,省,云南省,地级市,临沧市,自治县,沧源佤族自治县,沧源佤族自治县,0.1128
148,省,河北省,地级市,唐山市,市辖区,曹妃甸区,曹妃甸区,0.4541
149,省,山东省,地级市,菏泽市,县,曹县,曹县,0.4048
150,省,贵州省,自治州,黔西南布依族苗族自治州,县,册亨县,册亨县,0.2458
151,自治区,新疆维吾尔自治区,地区,和田地区,县,策勒县,策勒县,0.0248
152,省,贵州省,自治州,黔东南苗族侗族自治州,县,岑巩县,岑巩县,0.3639
153,自治区,广西壮族自治区,地级市,梧州市,县级市,岑溪市,岑溪市,0.207
154,省,湖北省,地级市,随州市,市辖区,曾都区,曾都区,0.4656
155,省,湖南省,地级市,株洲市,县,茶陵县,茶陵县,0.3197
156,自治区,新疆维吾尔自治区,自治州,伊犁哈萨克自治州,自治县,察布查尔锡伯自治县,察布查尔锡伯自治县,0.3557
157,自治区,内蒙古自治区,地级市,乌兰察布市,旗,察哈尔右翼后旗,察哈尔右翼后旗,0.157
158,自治区,内蒙古自治区,地级市,乌兰察布市,旗,察哈尔右翼前旗,察哈尔右翼前旗,0.2858
159,自治区,内蒙古自治区,地级市,乌兰察布市,旗,察哈尔右翼中旗,察哈尔右翼中旗,0.1278
160,自治区,西藏自治区,地级市,昌都市,县,察雅县,察雅县,0.1536
161,自治区,西藏自治区,地级市,林芝市,县,察隅县,察隅县,0.177
162,省,江西省,地级市,九江市,市辖区,柴桑区,柴桑区,0.4983
163,省,广东省,地级市,佛山市,市辖区,禅城区,禅城区,0.6574
164,省,河南省,地级市,洛阳市,市辖区,瀍河回族区,瀍河回族区,0.6233
165,自治区,新疆维吾尔自治区,自治州,昌吉回族自治州,县级市,昌吉市,昌吉市,0.1549
166,省,海南省,不统计,不统计,自治县,昌江黎族自治县,昌江黎族自治县,0.3192
167,省,江西省,地级市,景德镇市,市辖区,昌江区,昌江区,0.4716
168,省,山东省,地级市,潍坊市,县,昌乐县,昌乐县,0.4957
169,省,河北省,地级市,秦皇岛市,县,昌黎县,昌黎县,0.5082
170,省,云南省,地级市,保山市,县,昌宁县,昌宁县,0.1852
171,直辖市,北京市,不统计,不统计,市辖区,昌平区,昌平区,0.5774
172,省,辽宁省,地级市,铁岭市,县,昌图县,昌图县,0.401
173,省,吉林省,地级市,吉林市,市辖区,昌邑区,昌邑区,0.4769
174,省,山东省,地级市,潍坊市,县级市,昌邑市,昌邑市,0.444
175,省,湖南省,地级市,衡阳市,县级市,常宁市,常宁市,0.4166
176,省,浙江省,地级市,衢州市,县,常山县,常山县,0.6377
177,省,江苏省,地级市,苏州市,县级市,常熟市,常熟市,0.636
178,省,安徽省,地级市,合肥市,县级市,巢湖市,巢湖市,0.5167
179,省,四川省,地级市,广元市,市辖区,朝天区,朝天区,0.2969
180,省,辽宁省,地级市,朝阳市,县,朝阳县,朝阳县,0.3717
181,省,广东省,地级市,潮州市,市辖区,潮安区,潮安区,0.42
182,省,广东省,地级市,汕头市,市辖区,潮南区,潮南区,0.5521
183,省,广东省,地级市,汕头市,市辖区,潮阳区,潮阳区,0.5929
184,省,湖南省,地级市,怀化市,县,辰溪县,辰溪县,0.3201
185,自治区,内蒙古自治区,地级市,呼伦贝尔市,旗,陈巴尔虎旗,陈巴尔虎旗,0.0197
186,省,陕西省,地级市,宝鸡市,市辖区,陈仓区,陈仓区,0.3926
187,省,青海省,自治州,玉树藏族自治州,县,称多县,称多县,0.029
188,省,河北省,地级市,邯郸市,县,成安县,成安县,0.5645
189,省,四川省,地级市,成都市,市辖区,成华区,成华区,0.6296
190,省,山东省,地级市,菏泽市,县,成武县,成武县,0.3988
191,省,甘肃省,地级市,陇南市,县,成县,成县,0.3924
192,省,云南省,地级市,昆明市,市辖区,呈贡区,呈贡区,0.6846
193,省,河北省,地级市,承德市,县,承德县,承德县,0.3735
194,省,青海省,地级市,西宁市,市辖区,城北区,城北区,0.7757
195,省,湖南省,地级市,邵阳市,自治县,城步苗族自治县,城步苗族自治县,0.3715
196,省,青海省,地级市,西宁市,市辖区,城东区,城东区,0.7793
197,省,陕西省,地级市,汉中市,县,城固县,城固县,0.3541
198,直辖市,重庆市,不统计,不统计,县,城口县,城口县,0.3121
199,省,青海省,地级市,西宁市,市辖区,城西区,城西区,0.8066
200,省,福建省,地级市,莆田市,市辖区,城厢区,城厢区,0.4518
201,省,山东省,地级市,青岛市,市辖区,城阳区,城阳区,0.629
202,省,黑龙江省,地级市,鸡西市,市辖区,城子河区,城子河区,0.4955
203,省,陕西省,地级市,渭南市,县,澄城县,澄城县,0.3904
204,省,广东省,地级市,汕头市,市辖区,澄海区,澄海区,0.6163
205,省,云南省,地级市,玉溪市,县级市,澄江市,澄江市,0.4587
206,省,海南省,不统计,不统计,县,澄迈县,澄迈县,0.438
207,省,山东省,地级市,聊城市,市辖区,茌平区,茌平区,0.4669
208,省,湖北省,地级市,咸宁市,县级市,赤壁市,赤壁市,0.4251
209,省,河北省,地级市,张家口市,县,赤城县,赤城县,0.3024
210,省,广东省,地级市,湛江市,市辖区,赤坎区,赤坎区,0.5636
211,省,贵州省,地级市,遵义市,县级市,赤水市,赤水市,0.3263
212,省,江苏省,地级市,南通市,市辖区,崇川区,崇川区,0.5572
213,省,河北省,地级市,张家口市,市辖区,崇礼区,崇礼区,0.2535
214,直辖市,上海市,不统计,不统计,市辖区,崇明区,崇明区,0.3583
215,省,江西省,地级市,抚州市,县,崇仁县,崇仁县,0.389
216,省,甘肃省,地级市,平凉市,县,崇信县,崇信县,0.4501
217,省,湖北省,地级市,咸宁市,县,崇阳县,崇阳县,0.3627
218,省,江西省,地级市,赣州市,县,崇义县,崇义县,0.3114
219,省,四川省,地级市,成都市,县级市,崇州市,崇州市,0.4854
220,省,云南省,自治州,楚雄彝族自治州,县级市,楚雄市,楚雄市,0.2079
221,省,河南省,地级市,周口市,市辖区,川汇区,川汇区,0.6058
222,省,四川省,地级市,遂宁市,市辖区,船山区,船山区,0.5726
223,省,吉林省,地级市,吉林市,市辖区,船营区,船营区,0.5046
224,省,浙江省,地级市,杭州市,县,淳安县,淳安县,0.6184
225,省,陕西省,地级市,咸阳市,县,淳化县,淳化县,0.3844
226,省,湖南省,地级市,张家界市,县,慈利县,慈利县,0.4753
227,省,浙江省,地级市,宁波市,县级市,慈溪市,慈溪市,0.4417
228,省,河北省,地级市,邯郸市,县,磁县,磁县,0.5751
229,省,安徽省,地级市,铜陵市,县,枞阳县,枞阳县,0.5898
230,省,广东省,地级市,广州市,市辖区,从化区,从化区,0.3183
231,省,贵州省,自治州,黔东南苗族侗族自治州,县,从江县,从江县,0.3181
232,省,河北省,地级市,邯郸市,市辖区,丛台区,丛台区,0.7204
233,省,四川省,地级市,宜宾市,市辖区,翠屏区,翠屏区,0.4927
234,自治区,西藏自治区,地级市,山南市,县,措美县,措美县,0.0623
235,自治区,西藏自治区,地区,阿里地区,县,措勤县,措勤县,0.0541
236,自治区,西藏自治区,地级市,山南市,县,错那县,错那县,0.1623
237,自治区,新疆维吾尔自治区,地级市,乌鲁木齐市,市辖区,达坂城区,达坂城区,0.0728
238,省,四川省,地级市,达州市,市辖区,达川区,达川区,0.4307
239,自治区,内蒙古自治区,地级市,包头市,旗,达尔罕茂明安联合旗,达尔罕茂明安联合旗,0.08
240,自治区,内蒙古自治区,地级市,鄂尔多斯市,旗,达拉特旗,达拉特旗,0.2959
241,省,青海省,自治州,果洛藏族自治州,县,达日县,达日县,0.0216
242,自治区,西藏自治区,地级市,拉萨市,市辖区,达孜区,达孜区,0.2491
243,省,吉林省,地级市,白城市,县级市,大安市,大安市,0.2206
244,省,河北省,地级市,廊坊市,自治县,大厂回族自治县,大厂回族自治县,0.767
245,省,河北省,地级市,廊坊市,县,大城县,大城县,0.5807
246,省,辽宁省,地级市,沈阳市,市辖区,大东区,大东区,0.6752
247,直辖市,重庆市,不统计,不统计,市辖区,大渡口区,大渡口区,0.6275
248,省,贵州省,地级市,毕节市,县,大方县,大方县,0.384
249,省,江苏省,地级市,盐城市,市辖区,大丰区,大丰区,0.4765
250,省,云南省,地级市,昭通市,县,大关县,大关县,0.2955
251,省,安徽省,地级市,安庆市,市辖区,大观区,大观区,0.6788
252,自治区,广西壮族自治区,地级市,河池市,自治县,大化瑶族自治县,大化瑶族自治县,0.2009
253,省,云南省,自治州,大理白族自治州,县级市,大理市,大理市,0.3721
254,省,陕西省,地级市,渭南市,县,大荔县,大荔县,0.3673
255,省,河北省,地级市,邯郸市,县,大名县,大名县,0.4106
256,省,山西省,地级市,临汾市,县,大宁县,大宁县,0.3651
257,省,广东省,地级市,梅州市,县,大埔县,大埔县,0.266
258,省,辽宁省,地级市,营口市,县级市,大石桥市,大石桥市,0.5041
259,省,福建省,地级市,三明市,县,大田县,大田县,0.4278
260,省,青海省,地级市,西宁市,自治县,大通回族土族自治县,大通回族土族自治县,0.2523
261,省,安徽省,地级市,淮南市,市辖区,大通区,大通区,0.5878
262,省,辽宁省,地级市,盘锦市,市辖区,大洼区,大洼区,0.5086
263,自治区,宁夏回族自治区,地级市,石嘴山市,市辖区,大武口区,大武口区,0.2239
264,省,湖北省,地级市,孝感市,县,大悟县,大悟县,0.4624
265,省,湖南省,地级市,邵阳市,市辖区,大祥区,大祥区,0.4804
266,自治区,广西壮族自治区,地级市,崇左市,县,大新县,大新县,0.1516
267,直辖市,北京市,不统计,不统计,市辖区,大兴区,大兴区,0.7647
268,省,云南省,自治州,楚雄彝族自治州,县,大姚县,大姚县,0.1905
269,省,湖北省,地级市,黄石市,县级市,大冶市,大冶市,0.5711
270,省,四川省,地级市,成都市,县,大邑县,大邑县,0.409
271,省,四川省,地级市,遂宁市,县,大英县,大英县,0.4641
272,省,江西省,地级市,赣州市,县,大余县,大余县,0.3495
273,省,四川省,地级市,达州市,县,大竹县,大竹县,0.4188
274,直辖市,重庆市,不统计,不统计,市辖区,大足区,大足区,0.5162
275,省,山西省,地级市,忻州市,县,代县,代县,0.391
276,省,浙江省,地级市,舟山市,县,岱山县,岱山县,0.006
277,省,山东省,地级市,泰安市,市辖区,岱岳区,岱岳区,0.4592
278,省,四川省,自治州,甘孜藏族自治州,县,丹巴县,丹巴县,0.1004
279,省,陕西省,地级市,商洛市,县,丹凤县,丹凤县,0.3152
280,省,湖北省,地级市,十堰市,县级市,丹江口市,丹江口市,0.3334
281,省,四川省,地级市,眉山市,县,丹棱县,丹棱县,0.5107
282,省,江苏省,地级市,镇江市,市辖区,丹徒区,丹徒区,0.7109
283,省,江苏省,地级市,镇江市,县级市,丹阳市,丹阳市,0.7424
284,省,贵州省,自治州,黔东南苗族侗族自治州,县,丹寨县,丹寨县,0.3734
285,省,山东省,地级市,菏泽市,县,单县,单县,0.3893
286,省,河南省,地级市,周口市,县,郸城县,郸城县,0.3553
287,省,海南省,地级市,儋州市,不统计,不统计,儋州市,0.3958
288,省,安徽省,地级市,马鞍山市,县,当涂县,当涂县,0.6277
289,自治区,西藏自治区,地级市,拉萨市,县,当雄县,当雄县,0.0714
290,省,湖北省,地级市,宜昌市,县级市,当阳市,当阳市,0.4356
291,省,安徽省,地级市,宿州市,县,砀山县,砀山县,0.3856
292,省,甘肃省,地级市,陇南市,县,宕昌县,宕昌县,0.2871
293,省,四川省,自治州,甘孜藏族自治州,县,道孚县,道孚县,0.091
294,省,黑龙江省,地级市,哈尔滨市,市辖区,道里区,道里区,0.5376
295,省,黑龙江省,地级市,哈尔滨市,市辖区,道外区,道外区,0.412
296,省,湖南省,地级市,永州市,县,道县,道县,0.4474
297,省,贵州省,地级市,遵义市,自治县,道真仡佬族苗族自治县,道真仡佬族苗族自治县,0.5415
298,省,四川省,自治州,甘孜藏族自治州,县,稻城县,稻城县,0.1009
299,省,四川省,自治州,甘孜藏族自治州,县,得荣县,得荣县,0.2389
300,省,江西省,地级市,九江市,县,德安县,德安县,0.3779
301,自治区,广西壮族自治区,地级市,百色市,县,德保县,德保县,0.1161
302,省,四川省,自治州,凉山彝族自治州,县,德昌县,德昌县,0.2142
303,省,山东省,地级市,德州市,市辖区,德城区,德城区,0.661
304,省,四川省,自治州,甘孜藏族自治州,县,德格县,德格县,0.0712
305,省,福建省,地级市,泉州市,县,德化县,德化县,0.3842
306,省,吉林省,地级市,长春市,县级市,德惠市,德惠市,0.3932
307,省,贵州省,地级市,铜仁市,县,德江县,德江县,0.4842
308,省,青海省,自治州,海西蒙古族藏族自治州,县级市,德令哈市,德令哈市,0.0432
309,省,云南省,自治州,迪庆藏族自治州,县,德钦县,德钦县,0.2097
310,省,浙江省,地级市,湖州市,县,德清县,德清县,0.7066
311,省,广东省,地级市,肇庆市,县,德庆县,德庆县,0.2536
312,省,江西省,地级市,上饶市,县级市,德兴市,德兴市,0.4068
313,省,辽宁省,地级市,辽阳市,县级市,灯塔市,灯塔市,0.6157
314,省,河南省,地级市,郑州市,县级市,登封市,登封市,0.4424
315,省,河南省,地级市,南阳市,县级市,邓州市,邓州市,0.4169
316,自治区,内蒙古自治区,地级市,巴彦淖尔市,县,磴口县,磴口县,0.0671
317,省,黑龙江省,地级市,鸡西市,市辖区,滴道区,滴道区,0.3743
318,省,湖北省,地级市,宜昌市,市辖区,点军区,点军区,0.4441
319,省,广东省,地级市,茂名市,市辖区,电白区,电白区,0.4316
320,直辖市,重庆市,不统计,不统计,县,垫江县,垫江县,0.4544
321,省,辽宁省,地级市,铁岭市,县级市,调兵山市,调兵山市,0.5306
322,省,甘肃省,自治州,甘南藏族自治州,县,迭部县,迭部县,0.1229
323,自治区,广西壮族自治区,地级市,桂林市,市辖区,叠彩区,叠彩区,0.6776
324,自治区,西藏自治区,地级市,昌都市,县,丁青县,丁青县,0.0348
325,省,湖南省,地级市,常德市,市辖区,鼎城区,鼎城区,0.5195
326,省,广东省,地级市,肇庆市,市辖区,鼎湖区,鼎湖区,0.4625
327,省,海南省,不统计,不统计,县,定安县,定安县,0.4238
328,省,陕西省,地级市,榆林市,县,定边县,定边县,0.4136
329,省,浙江省,地级市,舟山市,市辖区,定海区,定海区,0.006
330,自治区,西藏自治区,地级市,日喀则市,县,定结县,定结县,0.1005
331,省,江西省,地级市,赣州市,县,定南县,定南县,0.2952
332,自治区,西藏自治区,地级市,日喀则市,县,定日县,定日县,0.0749
333,省,山东省,地级市,菏泽市,市辖区,定陶区,定陶区,0.4673
334,省,山西省,地级市,忻州市,县,定襄县,定襄县,0.4234
335,省,河北省,地级市,保定市,县,定兴县,定兴县,0.5325
336,省,安徽省,地级市,滁州市,县,定远县,定远县,0.3952
337,省,河北省,地级市,保定市,县级市,定州市,定州市,0.5071
338,省,山东省,地级市,聊城市,县,东阿县,东阿县,0.4527
339,省,黑龙江省,地级市,牡丹江市,市辖区,东安区,东安区,0.2885
340,省,湖南省,地级市,永州市,县,东安县,东安县,0.3387
341,省,湖北省,地级市,荆门市,市辖区,东宝区,东宝区,0.4142
342,省,山东省,地级市,聊城市,市辖区,东昌府区,东昌府区,0.5625
343,省,吉林省,地级市,通化市,市辖区,东昌区,东昌区,0.4865
344,直辖市,北京市,不统计,不统计,市辖区,东城区,东城区,0.8512
345,省,云南省,地级市,昆明市,市辖区,东川区,东川区,0.3871
346,省,海南省,不统计,不统计,县级市,东方市,东方市,0.3498
347,省,吉林省,地级市,辽源市,县,东丰县,东丰县,0.4877
348,省,山东省,地级市,日照市,市辖区,东港区,东港区,0.54
349,省,辽宁省,地级市,丹东市,县级市,东港市,东港市,0.5108
350,省,广东省,地级市,东莞市,不统计,不统计,东莞市,0.5474
351,省,河北省,地级市,沧州市,县,东光县,东光县,0.4723
352,省,江苏省,地级市,连云港市,县,东海县,东海县,0.4568
353,自治区,内蒙古自治区,地级市,包头市,市辖区,东河区,东河区,0.4945
354,省,江西省,地级市,南昌市,市辖区,东湖区,东湖区,0.7247
